STATE,month,HLY-TEMP-NORMAL,HLY-TEMP-10PCTL,HLY-TEMP-90PCTL,HLY-DEWP-NORMAL,HLY-DEWP-10PCTL,HLY-DEWP-90PCTL,HLY-PRES-NORMAL,HLY-PRES-10PCTL,HLY-PRES-90PCTL,HLY-CLDH-NORMAL,HLY-HTDH-NORMAL,HLY-CLOD-PCTCLR,HLY-CLOD-PCTFEW,HLY-CLOD-PCTSCT,HLY-CLOD-PCTBKN,HLY-CLOD-PCTOVC,HLY-HIDX-NORMAL,HLY-WCHL-NORMAL,HLY-WIND-AVGSPD,HLY-WIND-PCTCLM,HLY-WIND-VCTSPD,HLY-WIND-1STPCT,HLY-WIND-2NDPCT,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
Alabama,1,45.89630376344087,31.040574596774192,61.45625,35.78553427419355,16.40354502688172,55.92520161290322,1021.4933784264864,1012.6741367034532,1029.8112495550015,0.2694052419354839,19.37530241935484,42.42537369207773,8.611789985052315,5.0229073243647235,10.185967862481316,33.75358744394619,45.89630376344087,43.23240927419355,6.951142473118279,16.773672715053763,1.301360887096774,18.35692204301075,14.417422715053764,-2.0521854413106393,-3.1025984169255807,0.29227838633359055,1.1625377374726298,-1.1200280517777355,0.21998232255435807,-0.21866254358402606,-0.1862916434657238,-0.22753686679466223,-0.33202692624261165,-0.19312566609816853,-0.19278035617962036,0.18532263973043459,-0.08071706803789913,0.2886400029143465,-0.015769633733846322,-0.003968145523046738,-0.01907802707876161,0.01513338854797362,0.009183078037291537,0.009588147111918615,-9.47977122435069e-06,1.2089141750524061e-05
Alabama,2,49.67950148809524,35.92427455357142,63.8630394345238,38.478236607142854,20.950855654761902,57.46036086309524,1020.109946236559,1012.019316436252,1027.6687211981566,0.5674479166666666,15.889471726190475,41.035973944105905,9.10056734608111,5.577558310569448,11.203593191847023,33.08239125866779,49.67950148809524,47.60483630952381,7.252752976190475,15.624720982142858,1.2860119047619047,18.101525297619045,14.720721726190474,-1.3278446898352476,-2.6752066940437156,0.22836655517687723,0.5714960504669547,-1.1306341115965128,0.2555490487277796,-0.31723965266863124,-0.06055232263367078,-0.33788130612212086,-0.38033775193828506,-0.14374923346182572,-0.14496382336299718,-0.00030128356980343773,-0.02649591408159323,0.271745086339924,-0.0475184768154556,0.013724972453530349,-0.01735749285179543,0.024949828740819448,0.01997567576234107,-0.006410604190848778,-3.361174331280945e-05,3.355183724830561e-05
Alabama,3,56.74247311827957,43.46350806451613,69.17594086021505,43.79934475806452,26.681451612903224,60.0435315860215,1018.5263855001742,1010.5517079121646,1026.051516207738,1.7330309139784943,9.990809811827958,43.49885162231134,11.014855997083483,6.930331753554501,12.25944221655122,26.297211082756107,56.74247311827957,55.63518145161291,7.379200268817204,15.89475806451613,1.3475806451612904,17.609038978494624,14.86861559139785,0.02557569337490254,-2.247716998673375,0.3692836297129089,-0.015029521441620777,-0.8904550160265546,-0.14641995842285377,-0.3094453096796209,0.031562390918165754,-0.08193955526149896,-0.3283440224785663,-0.0143877980082463,-0.03968228289138999,0.07783631021334837,0.02396930459601899,0.16940606550777185,-0.032158873489503956,-0.02000115498647509,0.04605414296892044,0.021566877614347665,0.00815632864051525,0.001028487340695395,-3.2687648580618276e-05,2.9088151733455956e-05
Alabama,4,64.10199652777777,53.04151041666666,73.81812500000001,51.62776041666667,37.18630208333333,64.22293402777778,1016.6342941611236,1009.9635624538064,1022.8515705838876,3.908611111111111,4.806979166666666,45.16673249551167,12.8686355475763,8.37572710951526,13.518976660682226,20.06850987432675,64.10791666666667,63.81623263888889,6.918559027777778,18.1009375,1.7845138888888887,19.241354166666667,15.016631944444448,1.7899258377249678,-1.7888458410796346,0.4595845439140773,-0.2873120877132894,-0.19253171889369886,-0.15489752438405813,-0.2852926398425075,0.019458901509665793,0.023406897065307127,-0.2506416933638372,0.14467464856055098,0.03271888346398555,-0.12496798259818494,-0.013304467257442231,0.16805786409020007,-0.061079649541866676,-0.007186419710898537,0.05928545824478722,0.0012977791582986225,0.0030580714832339805,-0.002124906621417623,5.3614450815799756e-05,-8.034042479874951e-05
Alabama,5,71.80522513440859,62.84287634408603,79.0978998655914,60.43373655913978,48.98413978494623,68.87100134408601,1016.114919718564,1010.8498286126644,1021.1392928017318,8.212113575268818,1.405645161290323,43.97965413799188,15.967266631374626,11.162096347273687,14.43453326274925,14.456449620610552,72.33198924731182,71.77442876344087,5.879452284946237,22.252049731182797,1.6245799731182795,18.313978494623655,14.676444892473118,3.7739614921426288,-2.2143030952467053,0.1567252093649802,-0.1417630456255617,0.3996172894128846,-0.3620481128237759,0.34792199026414655,-0.10892246650302051,0.09058879998205326,-0.24932545013152005,0.08864043538480786,0.12061963916501406,-0.2245822430132744,0.06614671385737193,0.012941606190623924,-0.02018762711683206,-0.022519032420965705,0.056520632689689945,-0.026466029449278092,0.0016533798471799726,0.0017472880772317185,5.472454061285388e-05,-1.7550540960879464e-05
Alabama,6,77.95425347222222,71.29204861111111,83.69934027777778,67.65177083333333,60.50300347222222,72.95201388888889,1015.663672316384,1011.3422033898304,1019.7627306967984,13.069479166666666,0.1127777777777777,41.80231279620853,17.517516587677726,13.175696682464457,15.991184834123224,11.512625592417065,80.13821180555556,77.94756944444444,5.1363715277777775,25.622170138888887,1.3621527777777778,17.393038194444443,14.069618055555557,5.398129628810093,-2.6841686120147057,-0.19553993722336188,-0.19448075308611756,0.8709939446660184,-0.3623038407176458,0.9605830508495647,-0.34290531658017287,-0.13573102848912327,-0.04622645298162329,0.1930060956157578,0.07065182279042574,-0.17456587966471762,0.19074894044517776,-0.12621172737829894,0.004116838656437224,0.011975579092936008,0.005345378828898349,-0.007877208013589794,0.0002520751257480409,-0.0021793972543885246,3.460319993702425e-05,-4.750846482312152e-05
Alabama,7,80.11260080645161,74.54554771505376,85.07770497311827,70.86384408602152,65.99578293010754,74.71854838709677,1016.5160938352428,1012.9528641571196,1019.8790325513728,15.1258064516129,0.0111727150537634,41.915453890489914,18.03955331412104,14.249909942363113,16.142795389048988,9.65326008645533,83.62205981182795,80.10593077956989,4.584979838709678,28.715625000000003,1.344758064516129,17.08748319892473,13.662399193548383,6.0705366895958095,-3.232363185925727,-0.32137944653676875,0.3716162308281786,1.054314918512068,-0.34679921481163234,1.2317271412769761,-0.4896318628588531,-0.217739220241622,0.029082598566621265,0.26160106714494924,0.15367647519062588,-0.1607438014953134,0.30715128478071785,-0.21112915360837567,0.016653888671001815,0.015614250470450727,-0.021616192118234654,0.029553042680379827,-0.0018161235486788118,-0.0034912543396790167,2.8997192797884734e-05,4.5610069765658486e-05
Alabama,8,79.49606854838709,73.67940188172042,84.65929099462365,69.99808467741936,64.08341733870968,74.42622647849461,1016.1264647197532,1012.4810629421366,1019.7683112642844,14.540272177419356,0.0418682795698924,45.27620768352986,17.47344998098136,13.001502472422974,14.493971091669836,9.754545454545456,82.59338037634407,79.48839045698924,4.438877688172043,30.238172043010753,1.0238407258064517,16.39648857526882,12.58707997311828,5.839018153782548,-3.7461667275889607,0.2245372863825694,0.11038008432051367,1.2577417743035488,-0.3657201549615589,1.0675053506350085,-0.8746139359071013,-0.1437868590716743,0.008389515684390364,0.1606703800681172,0.11309233370726435,-0.16631776669324783,0.3118628342543053,-0.21296533351882316,-0.014602192680509109,-0.01409370695974053,-0.028133596032141737,0.01698064075551746,-0.005229604032142837,-0.0012351821681132532,3.9463160253268105e-05,-2.664457037240153e-05
Alabama,9,74.91623263888889,66.98137152777777,81.65180555555555,64.4934375,54.829375,71.94555555555556,1016.419235074627,1012.0166791044776,1020.6838246268658,10.626944444444444,0.70625,47.85153007386563,15.660218079493491,10.802954625395708,12.732395357017234,12.953447062961658,76.25491319444444,74.90722222222222,5.148871527777778,25.719427083333333,1.9973263888888888,21.678715277777776,14.7853125,4.491129971601352,-2.320549368485055,0.6686772649358004,0.5901895886868751,0.8092815729444792,0.19759935858933264,0.5307622220575834,-0.2805462129954023,0.18939177608244773,-0.09196475880458835,0.004136741575167813,0.08274415316421554,-0.16819592766912483,0.10028645344153163,0.002282280437211123,-0.005393940548913823,-0.020308012695458483,0.017636362557500913,-0.013692959854082302,-0.012310345547526214,-0.002766338567858468,-8.573749894140511e-05,8.667442094371265e-06
Alabama,10,64.73496303763442,53.58145161290322,74.87664650537634,54.177368951612905,40.057661290322585,66.94317876344087,1018.1670157068062,1012.0497201660952,1024.0728470843112,4.467506720430107,4.731938844086022,53.43116860260472,11.691341077085532,7.258447729672651,10.38523407250968,17.23533966913059,64.83652553763442,64.54354838709678,5.468145161290323,25.695396505376344,1.688592069892473,19.765540994623656,14.67059811827957,1.989417803517606,-2.9997909541064494,1.3783469606020784,0.8636199925904066,0.37281474066664405,0.2547330392813755,-0.14064726784799234,0.04057862261269748,0.3932455428837758,-0.11554990242257282,0.058950262585924805,0.2305134917622746,-0.05908065309821904,0.08283970796772389,0.2029520044313192,-0.017180484218913588,-0.04108946696621036,0.021705180393831125,-0.008729207067704239,-0.006868001847469714,-0.005565173498026755,-1.2481252087289578e-05,7.865682997463017e-05
